#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,11,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T15:08:10.808443621Z,0.09120521172638436,fail_ratio,anomaly_ml,1.1.1.1,Malina,192.168.69.6,Nespecificka anomalie (ML Detekce),2c:cf:67:c4:32:dc,home
,,11,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T16:09:28.0901459Z,0.08796296296296297,fail_ratio,anomaly_ml,1.1.1.1,Malina,192.168.69.6,Nespecificka anomalie (ML Detekce),2c:cf:67:c4:32:dc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,12,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T15:08:10.808443621Z,87,global_ips,anomaly_ml,1.1.1.1,Malina,192.168.69.6,Nespecificka anomalie (ML Detekce),2c:cf:67:c4:32:dc,home
,,12,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T16:09:28.0901459Z,31,global_ips,anomaly_ml,1.1.1.1,Malina,192.168.69.6,Nespecificka anomalie (ML Detekce),2c:cf:67:c4:32:dc,home
,,13,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T15:08:10.808443621Z,14,global_ports,anomaly_ml,1.1.1.1,Malina,192.168.69.6,Nespecificka anomalie (ML Detekce),2c:cf:67:c4:32:dc,home
,,13,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T16:09:28.0901459Z,8,global_ports,anomaly_ml,1.1.1.1,Malina,192.168.69.6,Nespecificka anomalie (ML Detekce),2c:cf:67:c4:32:dc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,14,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T15:08:10.808443621Z,UDP/53,service,anomaly_ml,1.1.1.1,Malina,192.168.69.6,Nespecificka anomalie (ML Detekce),2c:cf:67:c4:32:dc,home
,,14,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T16:09:28.0901459Z,UDP/53,service,anomaly_ml,1.1.1.1,Malina,192.168.69.6,Nespecificka anomalie (ML Detekce),2c:cf:67:c4:32:dc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,long,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T17:24:48.577305552Z,36,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T17:51:33.627385437Z,109,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T18:20:37.393527731Z,40,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T18:34:38.937300772Z,77,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T19:54:45.940808393Z,84,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:00:05.636672622Z,163,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:01:05.648493174Z,178,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:04:37.810871578Z,60,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:54:39.82714526Z,202,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:55:39.901226585Z,254,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:56:39.952773187Z,119,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:59:40.103742628Z,219,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T21:00:40.153738401Z,99,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T21:06:24.764695768Z,150,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T21:09:24.906799785Z,128,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T21:51:48.787062623Z,84,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T22:39:38.205174008Z,69,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T15:03:10.520170134Z,358,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T15:04:10.59583042Z,153,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T17:07:15.422810318Z,101,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:08:24.50314923Z,82,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:09:24.559404103Z,98,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:10:24.636422137Z,102,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:15:24.79797922Z,57,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:16:24.852825542Z,62,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:18:25.065934369Z,44,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:19:25.022402148Z,26,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:20:25.071124014Z,22,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:21:25.13478971Z,55,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:22:25.300728072Z,79,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:23:25.368333395Z,81,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:24:25.427387993Z,97,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:26:25.528755386Z,48,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T22:23:27.887579712Z,71,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T23:10:29.937572274Z,81,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T23:42:31.265262461Z,88,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T00:06:32.31459877Z,78,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T00:17:32.859994251Z,55,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T00:23:33.147342272Z,65,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T00:24:33.189846541Z,73,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T00:36:45.357463416Z,57,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T15:59:27.622276257Z,342,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T16:00:27.661272068Z,205,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T16:01:27.708753812Z,128,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T16:04:27.842242985Z,106,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T16:41:29.369138535Z,170,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T17:01:30.267140633Z,62,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T17:02:30.321141516Z,59,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T17:15:30.956054617Z,64,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T17:28:18.590661279Z,68,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T17:29:18.652461463Z,105,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T18:03:20.204157524Z,75,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T18:14:21.01091685Z,59,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,15,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-14T21:29:29.181446885Z,168,connections,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home

#group,false,false,true,true,false,false,true,true,true,true,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,string,string,string,string,string,string,string,string,string
#default,_result,,,,,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,dest_ip,device,ip,label,mac,mode
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T12:30:43.506577601Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T12:32:43.60365598Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T12:33:43.617319477Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T12:34:43.684464779Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T13:19:45.347589654Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T13:42:46.22741603Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T15:34:50.216218842Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T17:24:48.577305552Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T17:51:33.627385437Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T18:20:37.393527731Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T18:34:38.937300772Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-07T19:54:45.940808393Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:00:05.636672622Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:01:05.648493174Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:04:37.810871578Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:54:39.82714526Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:55:39.901226585Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:56:39.952773187Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T20:59:40.103742628Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T21:00:40.153738401Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T21:06:24.764695768Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T21:09:24.906799785Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T21:51:48.787062623Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-12T22:39:38.205174008Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T15:03:10.520170134Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T15:04:10.59583042Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T17:07:15.422810318Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:08:24.50314923Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:09:24.559404103Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:10:24.636422137Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:15:24.79797922Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:16:24.852825542Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:18:25.065934369Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:19:25.022402148Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:20:25.071124014Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:21:25.13478971Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:22:25.300728072Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
,,16,1970-01-01T00:00:00Z,2026-04-16T23:37:46.832927267Z,2026-04-13T21:23:25.368333395Z,Zadna,domain,anomaly_ml,1.1.1.1,PWRHOUSE,192.168.69.5,Nespecificka anomalie (ML Detekce),10:7c:61:06:b1:fc,home
